country,variety,process,moisture,elevation,target
United States,Hawaiian Kona,Natural / Dry,0.0000,low,good
United States,Hawaiian Kona,Natural / Dry,0.1100,low,great
United States,Hawaiian Kona,Natural / Dry,0.1100,low,great
United States,Hawaiian Kona,Natural / Dry,0.1100,low,good
United States,Hawaiian Kona,other,0.0000,low,great
United States,Hawaiian Kona,other,0.0000,low,great
United States,Hawaiian Kona,Washed / Wet,0.1200,low,good
United States,Hawaiian Kona,Washed / Wet,0.1000,low,fair
United States,Hawaiian Kona,Washed / Wet,0.1000,low,poor
United States,Hawaiian Kona,Washed / Wet,0.0600,low,fair
United States,Hawaiian Kona,Washed / Wet,0.1000,low,poor
United States,Hawaiian Kona,Washed / Wet,0.1200,low,fair
United States,Hawaiian Kona,Washed / Wet,0.1200,low,good
United States,Hawaiian Kona,Washed / Wet,0.1200,low,fair
United States,Hawaiian Kona,Washed / Wet,0.1000,low,fair
United States,Other,Washed / Wet,0.1200,low,great
United States,Other,Washed / Wet,0.0000,low,fair
United States,Other,Washed / Wet,0.1300,low,poor
United States,Other,Washed / Wet,0.0000,low,good
Vietnam,Catimor,Natural / Dry,0.0700,mid,fair
Vietnam,Catimor,other,0.0000,mid,poor
Vietnam,Other,Natural / Dry,0.1200,low,great
Vietnam,Other,Natural / Dry,0.0000,low,poor
Vietnam,Caturra,Washed / Wet,0.1200,low,poor
Vietnam,Caturra,other,0.0000,mid,good
Zambia,SL28,Washed / Wet,0.0000,mid,poor
