country,region,variety,process,moisture,elevation,target
Guatemala,oriente,Bourbon,Washed / Wet,0.1000,mid,great
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,great
Guatemala,oriente,Bourbon,Washed / Wet,0.1200,mid,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,great
Guatemala,oriente,Bourbon,Washed / Wet,0.1000,mid,good
Guatemala,oriente,Bourbon,Washed / Wet,0.0000,mid,fair
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,fair
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1000,high,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1200,high,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,great
Guatemala,oriente,Bourbon,Washed / Wet,0.0000,mid,fair
Guatemala,oriente,Bourbon,Washed / Wet,0.1000,low,fair
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1200,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1200,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1000,high,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1000,mid,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1000,mid,fair
Guatemala,oriente,Bourbon,Washed / Wet,0.1000,mid,fair
Guatemala,oriente,Bourbon,Washed / Wet,0.1200,mid,fair
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1200,mid,fair
Guatemala,oriente,Bourbon,Washed / Wet,0.1000,mid,good
Guatemala,oriente,Bourbon,Washed / Wet,0.0000,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1000,high,fair
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1000,mid,fair
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1000,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1200,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,poor
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,good
Guatemala,oriente,Bourbon,Washed / Wet,0.1100,mid,poor
Guatemala,oriente,Caturra,Natural / Dry,0.1100,mid,great
Guatemala,oriente,Caturra,Washed / Wet,0.1100,mid,poor
Guatemala,oriente,Caturra,Washed / Wet,0.1200,mid,poor
Guatemala,oriente,Caturra,Washed / Wet,0.1200,mid,good
Guatemala,oriente,Other,Washed / Wet,0.1000,mid,poor
Guatemala,oriente,Other,Washed / Wet,0.1200,mid,poor
Guatemala,oriente,Other,Washed / Wet,0.1200,mid,poor
Guatemala,oriente,Other,Washed / Wet,0.1000,mid,poor
Guatemala,oriente,Other,Washed / Wet,0.1000,mid,poor
Guatemala,oriente,Other,Washed / Wet,0.1000,mid,poor
Guatemala,oriente,Other,Washed / Wet,0.1200,mid,fair
Guatemala,oriente,Other,Washed / Wet,0.1100,mid,poor
Guatemala,quetzaltenango,Caturra,Washed / Wet,0.1100,mid,good
Guatemala,"sacatepequez, guatemala",Caturra,Washed / Wet,0.1000,mid,fair
Guatemala,"sacatepequez, guatemala",Caturra,Washed / Wet,0.1100,mid,poor
Guatemala,"san lucas toliman, solola",Bourbon,Washed / Wet,0.1000,mid,fair
Guatemala,"san lucas toliman, solola",Bourbon,Washed / Wet,0.1200,mid,poor
Guatemala,san marcos,Bourbon,Washed / Wet,0.1100,high,fair
Guatemala,san marcos,Bourbon,Washed / Wet,0.1000,high,fair
Guatemala,san marcos,Bourbon,Washed / Wet,0.1000,high,good
Guatemala,san marcos,Bourbon,Washed / Wet,0.1300,high,great
Guatemala,san marcos,Bourbon,Washed / Wet,0.1100,high,good
Guatemala,san marcos,Bourbon,Washed / Wet,0.1100,high,good
Guatemala,san marcos,Bourbon,Washed / Wet,0.1000,high,fair
Guatemala,san marcos,Bourbon,Washed / Wet,0.1200,high,good
Guatemala,san marcos,Bourbon,Washed / Wet,0.1000,high,poor
Guatemala,san marcos,Bourbon,Washed / Wet,0.1000,high,good
Guatemala,san marcos,Catuai,Washed / Wet,0.1000,mid,poor
Guatemala,san marcos,Catuai,Washed / Wet,0.0900,mid,great
Guatemala,santa rosa,Bourbon,Washed / Wet,0.1200,mid,poor
Guatemala,santa rosa,Bourbon,Washed / Wet,0.1000,mid,good
Guatemala,santa rosa,Bourbon,Washed / Wet,0.1000,mid,fair
Guatemala,santa rosa,Bourbon,Washed / Wet,0.1000,mid,fair
Guatemala,santa rosa,Bourbon,Washed / Wet,0.1100,mid,fair
Guatemala,santa rosa,Caturra,Washed / Wet,0.1000,low,good
Guatemala,santa rosa,Caturra,Washed / Wet,0.1100,high,good
Guatemala,santa rosa,Caturra,Washed / Wet,0.1000,mid,poor
Guatemala,solola,Caturra,Washed / Wet,0.1000,mid,great
Haiti,"department d'artibonite , haiti",Typica,Natural / Dry,0.1400,low,poor
Haiti,"dondon, haiti",Blue Mountain,Washed / Wet,0.1100,low,poor
Haiti,"dondon, haiti",Typica,Washed / Wet,0.1000,low,poor
Haiti,haiti,Typica,Washed / Wet,0.1200,low,poor
Haiti,"thiotte, haiti",Typica,Washed / Wet,0.1100,mid,fair
Honduras,central region,Catuai,Natural / Dry,0.1300,mid,poor
Honduras,central region,Catuai,Natural / Dry,0.1300,mid,poor
Honduras,central region,Catuai,Washed / Wet,0.1100,mid,great
Honduras,comayagua,Caturra,Natural / Dry,0.1000,mid,fair
Honduras,comayagua,Caturra,Natural / Dry,0.1100,mid,good
Honduras,comayagua,Caturra,Natural / Dry,0.0900,mid,fair
Honduras,comayagua,Caturra,Natural / Dry,0.1000,mid,fair
Honduras,comayagua,Caturra,Natural / Dry,0.1000,mid,poor
Honduras,comayagua,Caturra,Natural / Dry,0.1000,mid,poor
Honduras,comayagua,Caturra,Washed / Wet,0.1000,mid,fair
Honduras,comayagua,Caturra,Washed / Wet,0.1100,mid,fair
Honduras,comayagua,Caturra,Washed / Wet,0.1000,mid,fair
Honduras,comayagua,Caturra,Washed / Wet,0.1000,mid,great
Honduras,comayagua,Caturra,Washed / Wet,0.1000,mid,good
Honduras,comayagua,Caturra,Washed / Wet,0.1000,mid,good
Honduras,comayagua,Caturra,Washed / Wet,0.1100,mid,fair
Honduras,comayagua,Caturra,Washed / Wet,0.1200,mid,fair
Honduras,"comayagua, honduras",Other,Washed / Wet,0.1200,mid,good
Honduras,el paraíso,Caturra,Washed / Wet,0.1200,mid,fair
Honduras,guinope el paraíso,Caturra,Natural / Dry,0.1000,mid,fair
Honduras,intibuca,Pacas,Natural / Dry,0.1100,mid,poor
Honduras,intibuca,Pacas,Natural / Dry,0.1100,mid,poor
Honduras,intibuca,Pacas,Washed / Wet,0.1100,mid,poor
Honduras,intibuca,Pacas,Washed / Wet,0.1100,mid,poor
Honduras,marcala,Catuai,Washed / Wet,0.1100,mid,poor
Honduras,marcala,Catuai,Washed / Wet,0.1000,mid,poor
Honduras,marcala,Catuai,Washed / Wet,0.1000,mid,poor
Honduras,marcala,Catuai,Washed / Wet,0.1000,mid,poor
Honduras,marcala,Catuai,Washed / Wet,0.1100,mid,fair
Honduras,marcala,Catuai,Washed / Wet,0.1100,mid,fair
Honduras,marcala,Catuai,Washed / Wet,0.1200,mid,fair
Honduras,marcala,Catuai,Washed / Wet,0.1100,mid,fair
Honduras,marcala,Catuai,Washed / Wet,0.1200,mid,poor
Honduras,marcala,Catuai,Washed / Wet,0.0900,mid,fair
Honduras,marcala,Catuai,Washed / Wet,0.1200,mid,poor
Honduras,marcala,Catuai,Washed / Wet,0.0900,mid,poor
Honduras,marcala,Catuai,Washed / Wet,0.1100,mid,good
Honduras,marcala,Catuai,Washed / Wet,0.1100,mid,good
Honduras,occidental,Caturra,Washed / Wet,0.1100,mid,poor
Honduras,occidental,Caturra,Washed / Wet,0.1100,mid,poor
Honduras,ocotepeque,Catuai,Washed / Wet,0.1100,high,poor
Honduras,ocotepeque,Catuai,Washed / Wet,0.1100,high,poor
Honduras,san marcos,Catuai,Natural / Dry,0.1000,mid,fair
Honduras,san marcos,Catuai,Washed / Wet,0.1200,mid,poor
Honduras,san marcos,Caturra,Natural / Dry,0.1200,mid,poor
Honduras,"siguatepeque, comayagua",Caturra,Natural / Dry,0.1100,mid,poor
Honduras,western region,Catimor,Washed / Wet,0.1100,mid,fair
Indonesia,aceh,Typica,Semi-washed / Semi-pulped,0.1300,mid,good
Indonesia,aceh gayo,Bourbon,Washed / Wet,0.1500,mid,fair
Indonesia,bali,Other,Washed / Wet,0.1100,mid,good
Indonesia,bener meriah,Sumatra,Semi-washed / Semi-pulped,0.1300,mid,good
Indonesia,east java,Typica,Washed / Wet,0.1200,mid,good
Indonesia,ijen,Java,Washed / Wet,0.1300,mid,poor
Indonesia,ijen,Other,Washed / Wet,0.1200,mid,poor
Indonesia,indonesia,Other,Natural / Dry,0.1200,high,poor
Indonesia,lington nihuta,Typica,other,0.1100,mid,fair
Indonesia,lintong,Sumatra Lintong,Semi-washed / Semi-pulped,0.1100,mid,great
Indonesia,sapan toraja,Sulawesi,Wet Hulling,0.1200,mid,good
Indonesia,sulawesi,Sulawesi,Wet Hulling,0.0300,mid,great
Indonesia,sumatra brastagi,Mandheling,other,0.0000,mid,good
Indonesia,sumatra brastagi,Mandheling,Semi-washed / Semi-pulped,0.1300,mid,fair
Indonesia,"temanggung, indonesia",Java,Washed / Wet,0.1200,mid,great
Kenya,blend,SL34,Washed / Wet,0.0000,mid,great
Kenya,central kenya,SL28,Washed / Wet,0.0000,high,good
Kenya,central kenya,SL34,Washed / Wet,0.0000,mid,great
Kenya,central kenya,SL34,Washed / Wet,0.0000,mid,great
Kenya,central kenya,SL34,Washed / Wet,0.0000,mid,great
Kenya,kenya,SL28,Washed / Wet,0.0800,low,good
Kenya,kenya,SL28,Washed / Wet,0.1000,low,good
Kenya,kiambu,SL28,Washed / Wet,0.1100,mid,good
Kenya,kiambu,SL28,Washed / Wet,0.1100,high,great
Kenya,kiambu,SL34,Washed / Wet,0.1100,mid,poor
Kenya,kirinyaga,SL28,Natural / Dry,0.1000,high,great
Kenya,meru county,SL28,Washed / Wet,0.1100,high,good
Kenya,muranga,SL34,Washed / Wet,0.1200,high,great
Kenya,nyeri,Peaberry,Washed / Wet,0.1000,high,great
Kenya,nyeri,SL28,Natural / Dry,0.1100,high,great
Kenya,nyeri,SL28,Washed / Wet,0.1100,high,great
Kenya,nyeri,SL28,Washed / Wet,0.1100,high,great
Kenya,nyeri,SL28,Washed / Wet,0.1100,high,good
Kenya,nyeri,SL28,Washed / Wet,0.1100,high,good
Kenya,nyeri,SL28,Washed / Wet,0.1000,high,good
Kenya,nyeri,SL34,Washed / Wet,0.1300,high,great
Kenya,nyeri,SL34,Washed / Wet,0.1100,high,good
Laos,lao p.d.r.,Other,Washed / Wet,0.1200,mid,fair
Laos,"paksong,laos",Catimor,Washed / Wet,0.1300,mid,good
Laos,"paksong,laos",Catimor,Washed / Wet,0.0000,mid,poor
Malawi,kakoma,Gesha,Washed / Wet,0.1300,mid,fair
Malawi,mzuzu,Gesha,Washed / Wet,0.1300,low,fair
Malawi,mzuzu,Gesha,Washed / Wet,0.1200,mid,fair
Malawi,mzuzu,Gesha,Washed / Wet,0.1200,mid,poor
Malawi,mzuzu,Gesha,Washed / Wet,0.1300,mid,poor
Malawi,mzuzu,Gesha,Washed / Wet,0.1200,mid,good
Malawi,mzuzu,Gesha,Washed / Wet,0.1200,mid,good
Malawi,mzuzu,Gesha,Washed / Wet,0.1300,mid,fair
Malawi,mzuzu,Gesha,Washed / Wet,0.1300,high,fair
Malawi,southern- zomba,Caturra,Washed / Wet,0.1200,low,poor
Malawi,southern- zomba,Caturra,Washed / Wet,0.1200,low,poor
Mexico,adolfo lopez mateos,Typica,Washed / Wet,0.0000,low,good
Mexico,altotonga,Typica,Washed / Wet,0.1200,low,good
Mexico,amatenango de la frontera,Typica,Washed / Wet,0.1400,low,poor
Mexico,amatenango de la frontera,Typica,Washed / Wet,0.1200,mid,fair
Mexico,atoyac de alvarez,Typica,Natural / Dry,0.1100,low,fair
Mexico,atoyac de alvarez,Typica,Natural / Dry,0.1200,mid,great
Mexico,atoyac de alvarez,Typica,Semi-washed / Semi-pulped,0.1100,mid,great
Mexico,"calnali, hidalgo",Bourbon,Washed / Wet,0.1600,low,good
Mexico,"calnali, hidalgo",Caturra,Washed / Wet,0.1100,low,poor
Mexico,canoas,Typica,Washed / Wet,0.1000,low,fair
Mexico,"chapulhuacan, hidalgo",Typica,Semi-washed / Semi-pulped,0.1300,low,fair
Mexico,chiapas,Bourbon,Washed / Wet,0.1200,mid,fair
Mexico,chiapas,Bourbon,Washed / Wet,0.1200,mid,good
Mexico,chiapas,Bourbon,Washed / Wet,0.1200,mid,good
Mexico,chiapas,Bourbon,Washed / Wet,0.1200,mid,poor
Mexico,chiapas,Bourbon,Washed / Wet,0.1300,low,poor
Mexico,chiapas,Bourbon,Washed / Wet,0.1200,mid,poor
Mexico,chiapas,Catuai,Washed / Wet,0.1100,mid,fair
Mexico,chiapas,Caturra,Washed / Wet,0.1200,mid,good
Mexico,chiapas,Other,Washed / Wet,0.0000,mid,good
Mexico,chiapas,Typica,Washed / Wet,0.1200,mid,good
Mexico,chiapas,Typica,Washed / Wet,0.1200,mid,fair
Mexico,chiapas,Typica,Washed / Wet,0.1100,mid,good
Mexico,chiapas,Typica,Washed / Wet,0.1200,high,poor
Mexico,"chiapas, jaltenango",Caturra,Washed / Wet,0.1200,mid,good
Mexico,"chiapas, jaltenango",Caturra,Washed / Wet,0.1200,mid,good
Mexico,chilón,Typica,Semi-washed / Semi-pulped,0.1100,low,poor
Mexico,chilón,Typica,Semi-washed / Semi-pulped,0.1100,low,good
Mexico,"chocaman, veracruz",Typica,Washed / Wet,0.1400,mid,poor
Mexico,coatepec,Bourbon,Washed / Wet,0.1100,mid,good
Mexico,coatepec,Typica,Natural / Dry,0.1200,mid,poor
Mexico,coatepec,Typica,Semi-washed / Semi-pulped,0.1100,mid,great
Mexico,coatepec,Typica,Semi-washed / Semi-pulped,0.1200,mid,poor
Mexico,coatepec,Typica,Washed / Wet,0.1100,mid,poor
Mexico,coatepec,Typica,Washed / Wet,0.1200,mid,poor
Mexico,coatepec,Typica,Washed / Wet,0.1300,mid,poor
Mexico,coatepec,Typica,Washed / Wet,0.1300,low,poor
Mexico,coatepec,Typica,Washed / Wet,0.1200,mid,poor
Mexico,coatepec,Typica,Washed / Wet,0.1200,mid,poor
Mexico,coatepec,Typica,Washed / Wet,0.1100,low,good
Mexico,coatepec,Typica,Washed / Wet,0.1400,mid,good
Mexico,coatepec,Typica,Washed / Wet,0.1300,mid,good
Mexico,coatepec,Typica,Washed / Wet,0.1100,mid,fair
Mexico,"coatepec, coatepec",Mundo Novo,Washed / Wet,0.0000,mid,poor
Mexico,"coatepec, coatepec",Typica,Washed / Wet,0.1200,low,poor
Mexico,"coatepec, coatepec",Typica,Washed / Wet,0.1300,low,fair
Mexico,cofradia de suchitlan,Typica,Washed / Wet,0.1000,mid,good
Mexico,colima,Typica,Washed / Wet,0.1200,mid,good
Mexico,colima,Typica,Washed / Wet,0.1000,mid,good
Mexico,cordoba,Typica,Washed / Wet,0.1100,low,poor
Mexico,coscomatepec,Typica,Washed / Wet,0.1200,low,poor
Mexico,cuarenteño,Typica,Natural / Dry,0.1200,mid,good
Mexico,cuarenteño,Typica,Natural / Dry,0.1300,low,good
Mexico,"el desmoronado, talpan de allende jalisco",Typica,Washed / Wet,0.1200,mid,poor
Mexico,el remudadero,Typica,Washed / Wet,0.1300,mid,good
Mexico,escuitla,Typica,Washed / Wet,0.1400,mid,poor
Mexico,fln mirador,Typica,Washed / Wet,0.1200,mid,fair
Mexico,fortín de las flores,Bourbon,Washed / Wet,0.1200,low,fair
Mexico,fortín de las flores,Caturra,Washed / Wet,0.1200,low,good
Mexico,huautla de jimenez,Typica,Washed / Wet,0.1300,mid,poor
Mexico,"huazalingo, hidalgo",Caturra,Natural / Dry,0.1300,low,good
Mexico,"huazalingo, hidalgo",Caturra,Washed / Wet,0.1300,low,poor
Mexico,"huazalingo, hidalgo",Mundo Novo,Washed / Wet,0.1400,low,fair
Mexico,hustusco,Typica,Washed / Wet,0.1200,mid,great
Mexico,"iliatenco, guerrero",Mundo Novo,Natural / Dry,0.1200,mid,poor
Mexico,ixhuatlan del cafe,Typica,Washed / Wet,0.1300,mid,poor
Mexico,jaltenango,Catuai,Washed / Wet,0.1100,low,poor
Mexico,jaltenango,Typica,Washed / Wet,0.1100,mid,great
Mexico,"jaltocan, hidalgo",Typica,Natural / Dry,0.1500,low,good
Mexico,juchique de ferrer,Bourbon,Washed / Wet,0.1100,low,poor
Mexico,juquila,Typica,Washed / Wet,0.1200,mid,good
Mexico,la concordia,Bourbon,Washed / Wet,0.1000,mid,great
Mexico,la concordia,Bourbon,Washed / Wet,0.1100,mid,fair
Mexico,la concordia,Caturra,Washed / Wet,0.1200,mid,fair
Mexico,la concordia,Caturra,Washed / Wet,0.1200,mid,poor
Mexico,la concordia,Caturra,Washed / Wet,0.1200,mid,good
Mexico,la concordia,Caturra,Washed / Wet,0.1300,mid,poor
Mexico,la concordia,Caturra,Washed / Wet,0.1200,mid,poor
Mexico,la concordia,Marigojipe,Natural / Dry,0.1100,mid,fair
Mexico,la concordia,Other,Washed / Wet,0.1000,mid,fair
Mexico,la concordia,Pacas,Natural / Dry,0.1100,mid,good
Mexico,la concordia,Typica,Natural / Dry,0.1100,high,good
Mexico,la concordia,Typica,Semi-washed / Semi-pulped,0.1100,high,fair
Mexico,la concordia,Typica,Washed / Wet,0.1100,mid,good
Mexico,la concordia,Typica,Washed / Wet,0.1200,mid,fair
Mexico,la concordia,Typica,Washed / Wet,0.1200,high,fair
Mexico,la concordia,Typica,Washed / Wet,0.1200,mid,fair
Mexico,la concordia,Typica,Washed / Wet,0.1200,mid,fair
Mexico,la concordia,Typica,Washed / Wet,0.1300,mid,poor
Mexico,la concordia,Typica,Washed / Wet,0.1100,mid,good
Mexico,la concordia,Typica,Washed / Wet,0.1200,mid,poor
Mexico,la concordia,Typica,Washed / Wet,0.1200,mid,poor
Mexico,la concordia,Typica,Washed / Wet,0.1200,mid,poor
Mexico,la concordia,Typica,Washed / Wet,0.1100,mid,good
Mexico,la cumbre,Typica,Washed / Wet,0.1400,mid,great
Mexico,la yerba,Typica,Natural / Dry,0.1100,mid,good
Mexico,la yerba,Typica,Washed / Wet,0.1100,mid,fair
Mexico,la yerbabuena,Typica,Washed / Wet,0.0000,mid,great
Mexico,los angeles,Caturra,Washed / Wet,0.1300,mid,poor
Mexico,mahuixtlan,Typica,Washed / Wet,0.1200,low,good
Mexico,manzanillo,Typica,Semi-washed / Semi-pulped,0.1100,low,fair
Mexico,menglian,Typica,Washed / Wet,0.1400,low,poor
Mexico,motozintla,Catuai,Semi-washed / Semi-pulped,0.1300,mid,poor
Mexico,motozintla,Other,Washed / Wet,0.1200,low,poor
Mexico,motozintla,Other,Washed / Wet,0.1200,low,poor
Mexico,motozintla,Other,Washed / Wet,0.1200,low,poor
Mexico,motozintla,Other,Washed / Wet,0.1200,mid,poor
Mexico,motozintla,Typica,Washed / Wet,0.1200,mid,fair
Mexico,oaxaca,Typica,Washed / Wet,0.1100,low,fair
Mexico,oaxaca,Typica,Washed / Wet,0.1100,low,poor
Mexico,oaxaca,Typica,Washed / Wet,0.1100,mid,poor
Mexico,oaxaca,Typica,Washed / Wet,0.1000,mid,good
Mexico,ocosingo,Mundo Novo,Washed / Wet,0.1100,mid,poor
Mexico,"ohuapan, tlaltetela",Bourbon,Washed / Wet,0.1200,mid,poor
Mexico,petatlan,Bourbon,Natural / Dry,0.1000,mid,great
Mexico,petatlan,Typica,Natural / Dry,0.1000,mid,good
Mexico,petatlan,Typica,Washed / Wet,0.1100,mid,poor
Mexico,pochutla,Typica,Washed / Wet,0.1000,low,poor
Mexico,pochutla,Typica,Washed / Wet,0.1000,low,poor
Mexico,progreso santa rosa teocelo,Bourbon,Washed / Wet,0.1300,mid,good
Mexico,"sacún palma, municipio de chilón, chiapas",Caturra,Semi-washed / Semi-pulped,0.1100,low,good
Mexico,san bartolo tutotepec,Pacamara,Washed / Wet,0.1400,low,good
Mexico,san bartolo tutotepec,Typica,Washed / Wet,0.1300,high,good
Mexico,san bartolo tutotepec,Typica,Washed / Wet,0.1500,mid,good
Mexico,san fernando,Typica,Washed / Wet,0.1300,high,fair
Mexico,san isidro,Typica,Washed / Wet,0.1300,low,fair
Mexico,san miguel del puerto,Other,Washed / Wet,0.1100,low,poor
Mexico,san pedro cotzilnam,Typica,Semi-washed / Semi-pulped,0.1300,mid,good
Mexico,san pedro cotzilnam,Typica,Semi-washed / Semi-pulped,0.1200,mid,great
Mexico,santa catarina juquila,Other,Washed / Wet,0.1000,mid,good
Mexico,santa catarina juquila,Typica,Washed / Wet,0.1100,mid,good
Mexico,santa maria sitepec,Typica,Washed / Wet,0.1100,high,poor
Mexico,santo domingo cacalotepec,Typica,Washed / Wet,0.1100,mid,good
Mexico,santo reyes nopala,Typica,Washed / Wet,0.1200,mid,poor
Mexico,sierra alta mixe y zapoteca,Typica,Washed / Wet,0.0000,mid,poor
Mexico,"sierra fraylesca, chiapas",Typica,Washed / Wet,0.0000,mid,good
Mexico,sierra madre occidental,Caturra,Washed / Wet,0.1000,mid,poor
Mexico,sierra madre occidental,Typica,Washed / Wet,0.1100,mid,great
Mexico,"sierra norte yajalon, chiapas",Typica,Washed / Wet,0.1200,low,poor
Mexico,"sierra, chiapas",Bourbon,Washed / Wet,0.0000,mid,poor
Mexico,siltepec el triunfo,Typica,Washed / Wet,0.0000,mid,poor
Mexico,"siltepec el triunfo, chiapas, mexico",Typica,Washed / Wet,0.1100,mid,fair
Mexico,talpa de allende,Typica,Washed / Wet,0.1000,mid,poor
Mexico,talpa de allende,Typica,Washed / Wet,0.1000,mid,poor
Mexico,tapachula,Bourbon,Washed / Wet,0.1300,mid,fair
Mexico,tapachula,Pacamara,Washed / Wet,0.1200,low,great
Mexico,tapachula,Typica,Natural / Dry,0.1300,high,poor
Mexico,tapachula,Typica,Washed / Wet,0.1300,high,fair
Mexico,tapachula,Typica,Washed / Wet,0.1300,high,fair
Mexico,tapachula,Typica,Washed / Wet,0.1300,mid,poor
Mexico,temaxcalapa,Catuai,Washed / Wet,0.1200,low,poor
Mexico,"tenango de doria, hidalgo",Bourbon,Washed / Wet,0.1300,low,fair
Mexico,"tenango de doria, hidalgo",Caturra,Washed / Wet,0.1300,low,poor
Mexico,tepetzingo,Typica,Washed / Wet,0.1200,mid,poor
Mexico,tepictla,Bourbon,Washed / Wet,0.1200,mid,poor
Mexico,tepictla,Mundo Novo,Washed / Wet,0.1300,mid,fair
Mexico,tlacuilotepec,Mundo Novo,Washed / Wet,0.1100,low,poor
Mexico,tlacuilotepec,Pacamara,Washed / Wet,0.1100,low,poor
Mexico,"tlanchinol, hidalgo",Typica,Washed / Wet,0.1200,low,good
Mexico,tlatlauquitepec,Mundo Novo,Washed / Wet,0.1200,low,poor
Mexico,totutla,Pacamara,Washed / Wet,0.1200,mid,good
Mexico,tuxtla gutierrez,Typica,Washed / Wet,0.1200,low,poor
Mexico,tuxtla gutierrez,Typica,Washed / Wet,0.1200,high,good
Mexico,tuxtla gutierrez,Typica,Washed / Wet,0.1300,high,good
Mexico,veracruz,Bourbon,Washed / Wet,0.1200,mid,poor
Mexico,veracruz,Bourbon,Washed / Wet,0.1100,mid,fair
Mexico,veracruz,Bourbon,Washed / Wet,0.1100,low,poor
Mexico,veracruz,Bourbon,Washed / Wet,0.1300,low,poor
Mexico,veracruz,Bourbon,Washed / Wet,0.1200,mid,great
Mexico,veracruz,Bourbon,Washed / Wet,0.1200,low,poor
Mexico,veracruz,Bourbon,Washed / Wet,0.0000,low,poor
Mexico,veracruz,Bourbon,Washed / Wet,0.1300,low,poor
Mexico,veracruz,Bourbon,Washed / Wet,0.1100,high,poor
Mexico,veracruz,Bourbon,Washed / Wet,0.1200,mid,good
Mexico,veracruz,Bourbon,Washed / Wet,0.1200,mid,good
Mexico,veracruz,Bourbon,Washed / Wet,0.1300,mid,good
Mexico,veracruz,Bourbon,Washed / Wet,0.1300,mid,good
Mexico,veracruz,Mundo Novo,Washed / Wet,0.1200,mid,good
Mexico,veracruz,Mundo Novo,Washed / Wet,0.1100,mid,great
Mexico,veracruz,Mundo Novo,Washed / Wet,0.1200,low,poor
Mexico,veracruz,Mundo Novo,Washed / Wet,0.1100,mid,poor
Mexico,veracruz,Other,Washed / Wet,0.1200,low,good
Mexico,veracruz,Other,Washed / Wet,0.1200,low,poor
Mexico,veracruz,Other,Washed / Wet,0.1200,high,good
Mexico,veracruz,Pacamara,Washed / Wet,0.1400,mid,good
Mexico,veracruz,Typica,Semi-washed / Semi-pulped,0.1400,mid,poor
Mexico,veracruz,Typica,Washed / Wet,0.1200,mid,poor
Mexico,veracruz,Typica,Washed / Wet,0.1400,mid,poor
Mexico,veracruz,Typica,Washed / Wet,0.1200,mid,good
Mexico,veracruz,Typica,Washed / Wet,0.1100,low,good
Mexico,veracruz,Typica,Washed / Wet,0.1100,mid,fair
Mexico,veracruz,Typica,Washed / Wet,0.0900,mid,great
Mexico,veracruz,Typica,Washed / Wet,0.1200,low,poor
Mexico,villa talea de castro,Typica,Washed / Wet,0.1200,mid,poor
Mexico,xalapa,Bourbon,Natural / Dry,0.1300,mid,good
Mexico,xalapa,Caturra,Washed / Wet,0.1300,mid,poor
Mexico,xalapa,Other,Washed / Wet,0.1300,mid,great
Mexico,xalapa,Typica,Washed / Wet,0.1200,low,good
Mexico,xalapa,Typica,Washed / Wet,0.1300,mid,poor
Mexico,xicotepec de juarez,Caturra,Washed / Wet,0.1100,mid,poor
Mexico,xicotepec de juarez,Typica,Washed / Wet,0.1200,low,fair
Mexico,xicotepec de juarez,Typica,Washed / Wet,0.1200,low,good
Mexico,xicotepec de juarez,Typica,Washed / Wet,0.1300,low,poor
Mexico,"xochitonalco, huautla        ",Typica,Natural / Dry,0.1300,mid,poor
Mexico,yajalon,Bourbon,Washed / Wet,0.1100,mid,poor
Mexico,yajalon,Typica,Washed / Wet,0.1400,mid,poor
Mexico,yecuatla,Caturra,Washed / Wet,0.1300,mid,poor
Mexico,zapotitlan de mendez,Typica,Washed / Wet,0.1200,low,fair
Mexico,zaragoza itundujia,Bourbon,Washed / Wet,0.1400,mid,poor
Mexico,zaragoza itundujia,Typica,Semi-washed / Semi-pulped,0.1400,mid,poor
Mexico,zaragoza itundujia,Typica,Washed / Wet,0.1400,mid,fair
Mexico,zaragoza itundujia,Typica,Washed / Wet,0.1500,mid,poor
Mexico,zaragoza itundujia,Typica,Washed / Wet,0.1400,mid,poor
